community,lat,lon,count
0,27.67006,85.23419,5867
0,27.9503,85.3245,5875
0,27.57789,84.8978,7974
0,27.6772,85.36286,5188
0,28.20004,85.26405,6985
0,27.72245,85.3384,5414
0,27.53283,85.31459,1157
0,27.73383,85.3339,495
0,27.6799,85.50289,7934
0,27.69817,85.30667,1868
0,27.7469,84.63645,5076
0,27.649,84.67026,4533
0,27.67889,84.42516,254
0,27.6799,85.3433,3643
0,27.72713,85.2817,4388
0,27.89885,85.34356,7503
0,27.68739,85.513,7073
0,27.5899,85.3379,3430
0,27.7383,84.3101,7013
0,27.70406,85.3063,7239
0,27.82277,85.31135,2645
0,27.59493,85.39255,4785
0,27.7022,85.3571,2603
0,27.67872,85.33824,5321
0,27.64318,85.34057,2412
0,27.70555,85.30204,1384
0,27.6676,85.2044,1090
0,28.04508,85.7501,6512
0,27.7383,84.62309,2893
0,28.03969,85.39078,4432
0,27.65846,85.16776,4206
0,27.72333,84.44022,3879
0,27.58207,85.3786,1193
0,27.9503,85.26865,1631
0,27.67006,85.32436,5045
0,27.94984,85.2884,380
0,27.43711,84.43911,7090
0,27.85716,85.39059,4684
0,27.42887,85.16776,5306
0,27.6667,85.35732,5671
0,27.7128,85.3268,2781
0,27.7125,85.3499,3792
0,27.84937,85.23923,6257
0,27.77109,85.3416,5225
0,27.53557,85.3461,3719
0,27.73454,85.19139,1527
0,27.6166,85.3113,1222
0,27.6806,84.92938,4638
0,27.6114,85.3188,5325
0,28.00381,85.30204,3645
0,27.73242,85.3094,2455
0,27.667,85.2875,3728
0,27.88219,85.3242,2819
0,27.6234,85.34457,2009
0,27.70342,85.3318,3235
0,27.48995,84.43985,4373
0,27.6872,85.32653,1322
0,27.542,85.46123,233
0,27.6858,85.371,4031
0,27.73229,85.3671,2749
0,27.66829,85.339,3453
0,27.97215,85.3017,7123
0,27.78489,84.54717,7176
0,27.71398,85.32368,2792
0,27.69328,85.3003,1634
0,27.66623,84.489,1263
0,27.67431,85.33524,1971
0,27.674,85.3165,4836
0,27.69251,84.5711,3109
0,27.6693,85.57402,327
0,27.69281,85.3099,6443
0,27.6676,85.318,2934
0,27.7125,84.9519,4521
0,27.6933,84.81981,1949
0,27.58341,84.47464,5725
0,27.77109,84.92226,390
0,27.6996,84.83564,5654
0,27.4183,85.27732,5824
0,27.5244,85.30495,4401
0,27.5888,85.3122,2717
0,27.73454,85.54058,5715
0,27.6985,85.0347,1143
0,27.6696,84.90642,610
0,27.64005,84.6424,6691
0,27.66869,85.35227,15
0,27.7902,85.21294,6716
0,27.66391,85.34516,885
0,27.77109,85.3242,1968
0,27.5951,85.40994,6918
0,27.71166,85.21709,6177
0,27.67087,85.33812,6081
0,27.48995,85.3133,3240
0,27.67138,85.33302,1367
0,27.6815,85.37124,565
0,27.7902,85.33915,4793
0,27.70986,84.8952,4498
0,27.8746,85.3268,1171
0,27.5244,85.31738,3049
0,27.704,85.34747,4750
0,27.6985,85.35422,7820
0,28.00381,85.3146,2628
0,27.75227,85.0304,2335
0,27.55207,84.41643,4386
0,27.74416,85.32477,6395
0,27.6746,85.33812,6971
0,27.68197,84.76765,7407
0,27.65468,85.35175,724
0,27.6751,85.48593,524
0,28.14417,84.5606,419
0,27.71576,85.31459,6492
0,27.6983,85.3104,7978
0,27.98404,85.36232,2002
0,27.6985,85.35732,3167
0,27.9503,85.34789,6394
0,27.78459,85.32278,1770
0,27.53283,85.30327,730
0,27.7033,85.2775,7054
0,27.7464,85.3348,6954
0,27.51417,85.3593,518
0,27.7778,85.3318,737
0,27.61142,85.57522,2906
0,27.7414,85.3306,4519
0,27.68801,85.56179,5789
0,27.66049,85.3181,6940
0,27.63229,85.3483,4875
0,27.6778,85.65407,4069
0,27.7169,85.02925,4467
0,27.75498,85.34975,3086
0,27.6931,85.34233,3304
0,27.6166,85.67547,1320
0,27.7553,85.71685,1780
0,27.64363,85.64144,4889
0,27.6563,85.3689,7400
0,27.56802,84.584,691
0,27.60304,85.2972,1798
0,27.31785,85.31738,5875
0,27.61175,85.32098,5042
0,27.71547,85.21189,2218
0,27.73454,85.25248,3519
0,27.70023,85.32167,5105
0,27.7014,85.16776,7828
0,27.6676,85.30473,6
0,27.7278,85.27178,1256
0,27.8623,85.31136,3842
0,27.72141,85.35592,6814
0,28.03969,84.45845,5476
0,27.76921,85.2937,5313
0,27.55014,85.2426,7876
0,27.43163,85.30042,5250
0,27.81333,85.56876,2501
0,27.66101,85.3053,778
0,27.48516,85.0482,7980
0,27.72359,85.49178,3088
0,27.6931,85.35175,6433
0,27.7175,84.57389,5869
0,28.00057,85.31136,6780
0,27.7372,84.4242,5076
0,27.48995,85.3608,2402
0,27.48333,85.3521,3134
0,27.98212,85.26067,2949
0,27.71398,85.371,1994
0,27.93001,85.3378,3281
0,27.74043,85.43683,2183
0,27.88407,84.34537,4361
0,27.75498,85.3188,3955
0,27.6899,85.2044,7044
0,27.67715,85.2892,1364
0,27.71,85.35042,5233
0,27.689,85.19139,7922
0,27.68989,84.61375,1490
0,27.78977,84.43985,1918
0,27.6799,85.32098,5146
0,28.1299,85.31177,6281
0,27.91191,84.74589,1301
0,27.6959,85.14806,1115
0,27.70937,85.0881,381
0,27.62435,85.2892,7248
0,27.6996,85.3941,690
0,27.7881,84.74208,7394
0,27.68079,85.3314,7856
0,27.6677,85.14091,3061
0,27.68801,85.33914,3774
0,27.69762,85.3067,2275
0,27.7278,85.3128,1575
0,27.7684,84.67152,3381
0,27.65191,85.37266,1246
0,27.5701,85.3003,3600
0,27.73597,84.44708,2566
0,27.9039,85.33092,2085
0,27.73883,85.3099,7042
0,27.73383,85.2986,151
0,27.57744,85.3309,314
0,27.68801,85.3063,4991
0,27.677,84.73455,4494
0,27.62744,85.33819,301
0,27.70348,85.3322,5353
0,27.7295,85.39059,5636
0,27.6822,85.17265,4206
0,27.57133,85.0178,3986
0,27.76921,85.37801,2454
0,27.7175,85.3444,2042
0,27.9039,85.2266,3367
0,28.02665,85.4231,6700
0,27.77009,84.33958,1562
0,27.67554,84.45303,3583
0,27.69082,85.3066,5330
0,27.89885,85.14806,3210
0,27.67681,85.21189,3130
0,27.69987,85.0832,2985
0,27.7006,84.6861,3858
0,27.78332,85.34356,4627
0,27.89273,85.2775,7301
0,27.6484,84.9489,3785
0,27.69238,85.6618,457
0,27.84937,85.3163,5650
0,28.00645,84.98678,5658
0,27.70358,84.4225,3975
0,27.60995,84.55443,7112
0,27.57441,85.3183,5930
0,27.64588,85.21655,5338
0,27.7619,85.36232,6906
0,27.69082,84.64328,555
0,27.6738,85.32016,7532
0,27.80121,85.58128,806
0,27.6714,84.8002,4244
0,27.75227,85.3284,5230
0,27.73515,85.31333,5670
0,27.70124,85.3268,5462
0,27.7234,84.34537,7499
0,27.68197,85.37125,2916
0,27.83396,85.33092,2716
0,27.69594,84.58774,6944
0,28.03969,85.02925,6908
0,27.96305,85.24295,3134
0,28.20004,85.3304,6827
0,27.82972,84.74589,1775
0,27.37317,85.57702,6870
0,27.71551,84.6236,4357
0,28.0811,85.19985,6404
0,27.689,85.2892,986
0,27.64412,85.3671,2876
0,28.12996,84.65389,3185
0,27.65925,85.361,6818
0,28.00381,85.2911,137
0,27.80051,85.24994,3766
0,27.70023,85.14601,3971
0,27.73953,85.29252,7541
0,27.73703,84.46833,7445
0,27.7,85.08611,225
0,27.71551,85.31177,2446
0,27.6522,85.34651,476
0,27.73228,85.56179,4523
0,27.7072,85.34296,98
0,27.6796,85.3571,3203
0,27.74135,85.29856,1977
0,27.68923,85.30898,1097
0,27.9113,85.31088,6420
0,27.67285,84.63645,2189
0,27.67395,85.7549,6527
0,27.6859,85.34955,4177
0,27.7474,85.35838,5884
0,27.69251,85.24295,6345
0,27.70124,85.11438,1449
0,27.73515,85.52007,6920
0,27.73606,85.2972,5377
0,27.7292,85.36369,4047
0,27.8122,85.5393,1262
0,27.64318,85.24994,1535
0,27.66578,85.40994,1370
0,27.73592,85.67547,2038
0,27.7619,85.3162,2286
0,27.6997,84.50919,2703
0,27.86165,85.31057,2458
0,27.99927,85.34346,4648
0,27.72983,85.56876,3531
0,27.87482,85.3268,3362
0,27.75308,85.39078,2196
0,27.88219,85.31077,7530
0,27.73837,85.14091,3645
0,27.43769,84.45221,7025
0,27.5936,85.24295,7200
0,27.69762,84.59473,7462
0,27.66831,85.2972,738
0,27.61779,85.37551,7354
0,27.7351,85.17483,306
0,27.69323,84.5711,3862
0,27.72412,85.41598,4501
0,27.91757,84.90642,6550
0,28.00999,84.7858,7762
0,27.6671,84.39075,1456
0,27.73383,84.9563,7319
0,27.7295,85.36369,1870
0,27.7187,85.3019,4332
0,27.7175,85.28542,1367
0,27.6005,85.29753,1030
0,27.7372,84.4943,1611
0,27.6114,85.3088,6799
0,27.7333,85.34356,6136
0,27.67983,84.67152,1175
0,27.6643,85.36805,4109
0,27.73279,85.3521,4078
0,27.7122,84.76765,333
0,27.6884,84.65937,2203
0,27.70759,85.56876,5585
0,27.57043,85.2266,6424
0,27.6933,85.39042,114
0,27.69251,85.3268,4616
0,27.7902,85.28142,4767
0,27.72059,85.3308,1121
0,27.66978,85.2911,7406
0,27.74135,85.3244,4859
0,27.61239,85.1708,3205
0,27.6837,84.33958,2306
0,27.69323,85.37741,5413
0,27.89273,84.3429,935
0,27.746,85.90507,6889
0,27.6483,84.5506,1924
0,27.62127,84.7858,1498
0,27.8459,84.58774,7802
0,27.53752,85.2843,7944
0,27.71037,85.3133,889
0,27.6833,85.26865,1676
0,27.72616,85.3219,4486
0,27.67712,85.2937,7326
0,27.7265,85.3211,7840
0,27.74411,85.3113,2623
0,27.74934,85.41598,7112
0,27.67154,85.14661,132
0,27.72359,85.32394,2040
0,27.61936,85.27042,7020
0,27.62905,85.88147,7642
0,27.66829,85.21351,2670
0,27.64355,85.31561,7997
0,27.7187,84.67152,1527
0,27.53752,85.3104,4999
0,27.72333,85.31896,4334
0,27.71527,85.3466,886
0,27.67395,85.3671,2887
0,27.70375,85.3593,6941
0,27.73051,85.34955,6470
0,27.68034,85.3452,3780
0,27.53973,85.3123,6494
0,27.6999,84.44708,65
0,27.57441,85.3239,602
0,27.72713,85.3089,2652
0,27.48995,85.31937,4839
0,27.65716,85.30042,5069
0,27.7294,84.92938,3123
0,27.72915,85.3466,818
0,27.63358,85.26405,4110
0,27.7294,85.3089,1769
0,27.44992,84.68217,3166
0,27.7012,84.45303,7342
0,27.6933,85.3442,4678
0,27.57789,85.24053,4021
0,27.69885,85.31136,4270
0,27.7671,85.08611,5876
0,27.55014,85.3089,3493
0,27.72412,85.3099,3127
0,27.60542,85.4632,1532
0,27.70596,85.3433,7402
0,27.74331,85.29413,3821
0,27.68585,85.3464,2053
0,27.42384,85.29475,7478
0,27.70631,85.4141,678
0,27.67319,85.35592,2483
0,27.73005,85.1708,328
0,27.60304,85.25248,4258
0,27.63573,84.41839,6042
0,27.65191,85.3671,4917
0,27.70555,85.3152,450
0,27.65745,85.3442,1861
0,27.7244,85.31561,5262
0,27.89273,85.3188,5066
0,27.7778,85.3438,1876
0,27.7295,85.2877,2474
1,27.7278,85.3082,6188
1,27.6939,84.65937,1649
1,27.7265,84.489,6885
1,27.55014,85.31404,428
1,27.77155,85.34516,3840
1,27.7175,85.27802,3217
1,27.7383,85.17483,5468
1,27.53283,85.30473,64
1,27.7474,85.28453,1154
1,27.6828,85.3471,5196
1,27.6837,85.3367,5355
1,27.72041,84.41643,2025
1,27.639,85.3133,3040
1,27.70242,85.36805,5732
1,27.6114,85.26968,1479
1,27.40774,85.32368,2676
1,27.7031,85.33277,3076
1,27.94593,85.28395,1187
1,27.83396,84.9312,5630
1,27.68079,85.3082,1770
1,27.896,85.21294,4269
1,27.6983,85.35844,7505
1,27.6661,85.34516,7758
1,27.75,85.3556,3449
1,27.6637,85.3545,2123
1,27.7469,85.3163,7541
1,27.61239,85.2426,839
1,27.57744,85.30503,391
1,27.71849,85.3128,251
1,27.6872,85.29264,7788
1,27.73025,85.34424,6727
1,27.63358,84.75806,4729
1,27.44992,85.5283,4877
1,27.69585,84.54717,1786
1,27.6166,84.34537,6651
1,27.97989,84.65937,7309
1,27.64488,85.34764,179
1,27.68079,85.2792,6548
1,27.69561,85.43306,4865
1,27.6594,85.2426,6164
1,27.8459,85.37179,2869
1,27.64412,85.14806,5844
1,27.70596,85.02843,5381
1,27.7105,85.36286,4554
1,27.8123,85.56876,1601
1,27.67069,85.30204,3339
1,27.7307,85.3279,1779
1,27.7128,85.3444,7121
1,27.6643,84.43451,6297
1,27.8043,84.66851,3452
1,27.72141,84.60692,4375
1,27.7024,85.3058,6534
1,27.62991,85.3711,1743
1,27.72616,85.67547,5597
1,27.6758,84.65389,5321
1,27.65357,85.3133,668
1,27.5955,85.32826,387
1,27.77155,85.4132,6528
1,27.71481,84.71896,2665
1,27.7083,84.85906,7610
1,27.676,85.32482,2647
1,27.69699,84.92938,2600
1,27.6114,85.08026,7424
1,27.72713,85.28115,3581
1,27.71527,85.32854,5812
1,27.68079,85.4029,6053
1,27.63573,85.75772,219
1,27.70406,85.50493,6387
1,27.6918,85.03081,4713
1,27.7,85.27998,6545
1,27.90049,84.52457,5444
1,27.53054,85.54058,4338
1,27.91896,85.19589,6448
1,27.697,85.32327,994
1,27.53283,85.4311,3316
1,27.65716,85.3128,4220
1,27.57441,85.3279,5227
1,27.732,85.3308,7576
1,27.57043,85.67547,698
1,27.68188,84.44708,1054
1,27.68188,84.3742,4079
1,27.71868,84.40334,4609
1,27.6884,84.27165,1271
1,27.7228,85.6618,6757
1,27.5955,85.39967,1688
1,27.8043,85.31985,2077
1,27.70709,85.0136,6670
1,27.6974,85.3165,6554
1,27.94919,85.35844,2716
1,27.68119,85.26405,49
1,27.71481,85.3163,2515
1,27.43163,85.2911,4770
1,27.71045,85.32643,3817
1,27.58341,84.66851,1529
1,27.72915,85.02489,5480
1,27.75478,85.23402,4666
1,27.6125,84.46833,6198
1,27.6983,85.3183,1702
1,27.94834,85.329,3290
1,27.78977,85.339,5375
1,27.6985,85.3414,6922
1,27.7228,84.46306,7039
1,27.70348,84.4943,5715
1,27.69585,85.305,7483
1,27.53752,85.55537,1245
1,27.61779,85.3401,6734
1,27.58923,85.72705,773
1,27.57133,85.31842,6942
1,28.1299,85.7133,281
1,27.41684,85.31738,2077
1,27.70358,85.5257,6089
1,27.56802,84.44022,4166
1,27.7138,85.27505,1222
1,27.70986,85.21189,6672
1,27.6667,85.57792,5947
1,27.71527,85.38727,2226
1,27.69102,84.7858,2316
1,27.6363,85.3063,4647
1,27.68766,85.3211,2605
1,27.61142,85.382,5397
1,27.68589,85.75772,5686
1,27.7244,85.49849,5582
1,27.75,85.3188,901
1,27.75498,85.27178,5686
1,27.6822,84.81981,1184
1,27.7902,85.37266,7063
1,28.00999,84.5177,6933
1,27.72013,85.35732,3363
1,27.676,85.30617,2472
1,27.7294,84.73455,284
1,27.42384,84.50919,7038
1,27.7017,85.31898,379
1,27.639,85.28107,2630
1,27.66873,85.28115,1444
1,27.7237,85.3325,7492
1,27.7033,84.83564,7159
1,27.79394,85.30928,973
1,27.7231,85.37179,4419
1,27.74031,85.33302,7706
1,27.69102,85.70359,5412
1,27.6939,85.39059,3490
1,27.8623,85.2792,4173
1,27.6772,84.58299,3089
1,27.5888,84.67026,1256
1,27.6426,85.5532,6910
1,27.704,85.3049,7073
1,27.75522,85.08026,2982
1,27.71576,85.36805,2297
1,27.41065,85.32643,2784
1,27.71551,85.3082,5962
1,27.6778,85.2986,2292
1,27.82277,84.43422,3047
1,27.3992,84.44708,379
1,27.6822,85.3375,2063
1,27.72029,85.1699,4538
1,27.7125,84.584,6155
1,27.6363,85.3188,5974
1,27.7159,85.25248,5705
1,27.7014,84.4204,435
1,27.6397,84.4155,3527
1,28.054,85.46375,5810
1,27.72411,85.62934,5971
1,27.69987,85.3191,6865
1,27.5794,85.31937,6344
1,27.6677,85.88147,2747
1,27.7289,85.3431,5683
1,27.62064,85.31,5893
1,27.7469,85.3377,5139
1,27.57043,84.70911,2847
1,27.896,85.3129,7522
1,27.6484,85.2792,5466
1,27.67872,84.5345,4564
1,27.6661,85.31057,5758
1,27.72412,85.3431,2251
1,27.7254,84.67152,6855
1,27.6468,85.3094,1667
1,27.8623,85.3332,4056
1,27.72593,85.34955,3555
1,27.69507,85.36369,7959
1,27.6884,84.4943,7397
1,27.67889,85.305,1509
1,27.704,85.40209,37
1,28.14989,85.30757,2300
1,27.6291,85.21655,5071
1,27.6758,85.3675,1815
1,27.68801,85.33357,6148
1,28.12996,85.33824,4023
1,27.7269,85.4748,347
1,27.7383,85.3514,1314
1,27.7138,85.04145,839
1,27.7553,85.3941,5850
1,28.0446,85.3163,2549
1,27.66391,85.29581,500
1,27.93001,85.36332,4895
1,27.69817,84.5177,3814
1,27.6646,84.57389,3717
1,27.75569,85.3046,5315
1,27.4258,85.32653,3750
1,27.63551,85.3461,1111
1,27.57043,85.34823,2955
1,27.63473,84.77478,1343
1,27.53009,85.3401,7225
1,27.7,85.3416,7178
1,27.35474,85.5257,104
1,27.72668,85.4136,4892
1,27.7049,85.3314,4849
1,27.7058,85.3049,1543
1,27.7033,85.3793,4877
1,27.6392,85.06625,7198
1,27.6815,85.32327,7238
1,27.74043,85.10679,3957
1,27.53941,84.64328,2441
1,27.72915,85.3793,7445
1,27.72411,85.0136,1350
1,27.68801,84.45303,6099
1,27.72041,85.6315,5095
1,27.69251,84.67026,5137
1,27.6125,85.40209,1082
1,27.67681,85.3242,1819
1,27.7469,84.47464,4822
1,27.6166,84.76765,7913
1,27.6484,85.34753,2273
1,27.7129,85.32485,3782
1,27.71567,84.71896,450
1,27.68119,85.3516,6991
1,27.6468,85.3046,6275
1,27.642,85.32643,6870
1,27.62571,85.287,5821
1,27.674,85.4136,6070
1,27.67138,84.85051,5903
1,27.6738,85.33812,5238
1,27.57789,85.3397,7824
1,27.7111,85.30495,3208
1,27.6822,85.3049,4041
1,27.6908,85.34545,3440
1,27.64412,84.44022,2562
1,27.54139,85.513,4125
1,27.6926,84.47464,902
1,27.90224,85.72882,4900
1,27.68801,85.3408,3219
1,27.72041,85.16674,1068
1,27.7307,85.3284,5
1,27.6796,85.31209,5170
1,27.53973,85.64144,6974
1,27.69885,85.3067,1650
1,27.7175,85.14601,3647
1,27.57043,85.2817,5815
1,28.1299,84.40284,4630
1,27.7058,85.33571,5480
1,27.64801,85.28453,4088
1,27.7278,85.62934,5221
1,27.37317,85.3003,5694
1,27.6979,85.29661,7811
1,27.896,85.39915,5933
1,27.4231,85.0832,6437
1,27.62991,85.33914,2514
1,27.6654,85.33571,3935
1,27.73577,84.54717,935
1,28.054,85.2044,4874
1,27.68188,84.4365,1636
1,27.70818,85.57792,1105
1,27.55207,85.33357,4304
1,27.63551,85.33092,6400
1,27.6856,84.90959,4792
1,27.50855,84.5408,3834
1,27.6884,85.42828,2949
1,27.6858,84.45303,7351
1,27.7351,85.32477,6766
1,27.72041,85.28072,7691
1,27.746,85.32485,2272
1,27.71,85.3536,6870
1,27.6501,85.3082,2866
1,27.5794,85.3339,196
1,27.689,84.68217,3182
1,27.4231,84.57389,2286
1,27.72898,85.34516,1195
